98948,68
11245,67
42400,66
61337,58
98565,53
17539,53
83813,53
67462,52
76320,51
80651,51
66852,50
43791,45
98103,45
65829,43
68240,42
40412,42
75060,40
25362,39
78631,39
56824,38
43566,36
52475,36
71163,36
29779,35
95840,35
98494,34
69862,33
77034,32
12404,32
79404,32
54831,32
55826,31
32331,31
34912,30
59560,30
49074,30
84752,29
28965,29
80587,29
62876,28
67066,27
94402,27
88992,27
81349,27
98812,26
90865,26
27972,26
89010,26
83122,25
13656,25
14791,25
82077,24
36889,24
78624,24
79731,24
14341,24
55692,24
25367,23
91907,23
10285,23
69560,23
94727,23
87906,22
15012,22
88886,22
33919,21
47931,21
32877,20
90943,20
42421,20
10767,20
52099,20
78918,20
90199,19
57708,19
25789,19
67098,19
43800,19
43931,19
93169,19
20295,19
12846,19
63457,19
56971,19
90154,18
69828,18
55354,18
14780,18
90609,17
90946,17
26628,17
51282,17
10379,17
11442,17
16675,16
58239,16
59038,16
59119,16
35306,16
36187,16
93954,16
38929,16
23816,16
90141,15
24758,15
98527,15
90604,15
35434,15
76440,15
68251,15
69465,15
94222,15
37165,15
12804,15
53859,15
96000,15
14693,15
96675,15
72931,15
57633,14
25726,14
99683,14
93670,14
28863,14
29474,14
79408,14
30513,14
79919,14
89028,14
33551,13
99228,13
50371,13
66958,13
75693,13
43030,13
43041,13
51437,13
18672,13
68076,13
43868,13
86266,13
78623,13
46062,13
87024,13
38112,13
38302,13
71295,13
22683,13
39942,13
42158,12
92195,12
35900,12
60955,12
11902,12
69303,12
77962,12
70614,12
54574,12
54922,12
88265,12
63720,12
55864,12
72891,12
73173,12
89833,12
32658,12
73875,11
90557,11
66277,11
58352,11
42189,11
66807,11
42897,11
67619,11
10382,11
27497,11
60350,11
93639,11
29131,11
45556,11
12866,11
46082,11
95630,11
63059,11
38487,11
79588,11
79776,11
39109,11
39183,11
55838,11
39766,11
31576,11
31777,11
23641,11
89427,11
24308,11
33288,10
41880,10
74991,10
66812,10
83200,10
50776,10
50817,10
35142,10
10894,10
19340,10
27871,10
93697,10
61181,10
85979,10
61431,10
36928,10
53911,10
37769,10
54177,10
13672,10
96209,10
96426,10
71872,10
55519,10
31123,10
80745,10
97276,10
72947,10
56915,10
81904,10
16491,9
90394,9
90425,9
82409,9
74413,9
75199,9
42705,9
35054,9
51712,9
92770,9
92938,9
27674,9
19607,9
85500,9
44737,9
69457,9
61623,9
37156,9
94525,9
94692,9
21187,9
13381,9
71556,9
22609,9
39099,9
96734,9
14992,9
15019,9
56022,9
56078,9
56212,9
23612,9
40099,9
48441,9
89454,9
24740,8
65842,8
41472,8
90843,8
17119,8
33697,8
74983,8
17731,8
83623,8
51017,8
26554,8
92148,8
34892,8
18767,8
59839,8
92935,8
27428,8
27785,8
93464,8
20339,8
36883,8
28792,8
45333,8
12681,8
70220,8
21362,8
13870,8
39113,8
88314,8
30999,8
88409,8
96649,8
14820,8
96807,8
31443,8
72922,8
32192,8
81607,8
98003,8
89851,8
24519,8
91024,7
25796,7
42247,7
50501,7
17784,7
18016,7
34457,7
10085,7
51095,7
26681,7
67668,7
59725,7
59736,7
18795,7
76447,7
60330,7
27797,7
44223,7
28221,7
93806,7
85630,7
69255,7
44894,7
12174,7
69703,7
69824,7
12507,7
86347,7
37787,7
46221,7
46240,7
87256,7
21731,7
63004,7
30257,7
79562,7
55156,7
71792,7
14518,7
47444,7
72111,7
56026,7
47852,7
88901,7
72748,7
81008,7
31888,7
32023,7
48521,7
89602,7
16054,7
32612,7
82051,6
74039,6
57698,6
41535,6
33445,6
33582,6
74563,6
90958,6
17431,6
25799,6
75025,6
83285,6
99703,6
42378,6
26007,6
67051,6
26141,6
42600,6
83784,6
75595,6
18593,6
43590,6
35488,6
27452,6
27724,6
60952,6
36397,6
36433,6
11947,6
93894,6
52995,6
20254,6
28505,6
28520,6
45064,6
20860,6
20868,6
37345,6
12826,6
86569,6
21526,6
95898,6
14095,6
46900,6
79719,6
14231,6
71662,6
96283,6
96351,6
22758,6
30995,6
88388,6
96642,6
96657,6
64031,6
31280,6
39549,6
39750,6
80749,6
80772,6
31939,6
73191,6
81436,6
89661,6
81489,6
56954,6
24189,6
89858,6
81731,6
32651,6
