53277,60
98948,59
83813,55
76320,48
95840,47
75060,42
17539,41
43791,41
79404,40
98565,39
67181,38
68240,38
47931,37
66852,36
90943,35
67462,35
67619,35
49074,35
90154,34
10767,33
25789,32
34892,32
55826,32
80651,32
73057,32
36187,31
81349,31
56824,30
29779,29
77034,28
44360,28
28965,28
78631,28
59119,26
78624,26
24031,26
84752,25
13656,25
96426,25
73386,25
27972,24
20295,24
79719,24
89833,24
40915,24
58352,23
34912,23
69862,23
71295,23
55469,23
49033,23
65829,22
92195,22
43566,22
78918,22
62876,22
14341,22
33919,21
29474,21
88886,21
32331,21
57708,20
93639,20
55692,20
88992,20
90199,19
90946,19
58239,19
51282,19
94402,19
56915,19
32877,18
82077,18
98494,18
90865,18
50501,18
51437,18
92935,18
85353,18
75199,17
43800,17
53859,17
14039,17
31576,17
90843,16
50219,16
83122,16
94727,16
80772,16
89602,16
32658,16
90834,15
25362,15
42705,15
91907,15
42897,15
75693,15
93169,15
11902,15
12404,15
99228,14
50201,14
34457,14
36285,14
87906,14
38929,14
39109,14
14780,14
80587,14
39766,14
56271,14
33551,13
18593,13
35306,13
27724,13
52702,13
69457,13
20339,13
20777,13
94525,13
63720,13
89028,13
31888,13
24344,13
24740,12
16593,12
66958,12
42434,12
92060,12
18672,12
18767,12
18795,12
43931,12
44737,12
28794,12
86266,12
13737,12
79562,12
14770,12
64421,12
32192,12
17431,11
66634,11
42421,11
10382,11
59839,11
43868,11
27871,11
45333,11
54177,11
95630,11
30513,11
14231,11
22443,11
31443,11
72891,11
83200,10
50689,10
26554,10
43041,10
93670,10
93806,10
12174,10
45556,10
12804,10
38302,10
14992,10
80749,10
31777,10
72748,10
48200,10
81103,10
97661,10
73173,10
40412,10
81904,10
24758,9
57633,9
74039,9
90557,9
74358,9
17119,9
41880,9
50371,9
75015,9
67098,9
34348,9
42600,9
83798,9
92148,9
92456,9
68251,9
52863,9
85979,9
36928,9
37156,9
37345,9
45569,9
46082,9
78924,9
62622,9
38487,9
54922,9
14095,9
46900,9
71556,9
63457,9
79919,9
22609,9
96351,9
96675,9
72111,9
72931,9
32119,9
24464,9
82051,8
73875,8
82169,8
16662,8
90425,8
74413,8
74723,8
59038,8
91900,8
43030,8
67668,8
10379,8
92342,8
35142,8
59725,8
84419,8
35850,8
27891,8
69077,8
60955,8
61181,8
93954,8
69560,8
94222,8
28863,8
37165,8
53643,8
70083,8
45708,8
13271,8
37891,8
38112,8
95520,8
95694,8
95898,8
39269,8
96657,8
55864,8
15012,8
80745,8
31786,8
72922,8
32068,8
48699,8
32458,8
98005,8
90609,7
16938,7
41642,7
74552,7
90958,7
82855,7
74894,7
25796,7
66807,7
17731,7
17784,7
91519,7
67051,7
67066,7
83623,7
67490,7
83881,7
84044,7
59929,7
10894,7
35723,7
35900,7
93302,7
93697,7
93894,7
12016,7
36934,7
45198,7
78956,7
95810,7
96000,7
22683,7
39099,7
72177,7
31425,7
56078,7
89010,7
31765,7
23706,7
48439,7
57401,6
65771,6
98915,6
25274,6
74469,6
99069,6
33697,6
74991,6
42378,6
26141,6
91761,6
91886,6
67355,6
51017,6
10085,6
26699,6
43090,6
26798,6
35029,6
68195,6
92770,6
76440,6
35488,6
60330,6
93312,6
93332,6
60612,6
60666,6
52557,6
19853,6
85500,6
69245,6
61100,6
20254,6
44894,6
61623,6
20738,6
61881,6
94692,6
37377,6
12826,6
94770,6
70220,6
53911,6
78643,6
95207,6
21526,6
46221,6
46273,6
79256,6
79278,6
71119,6
79408,6
30257,6
63059,6
46806,6
71432,6
22310,6
79821,6
71662,6
47117,6
39113,6
30999,6
31123,6
31163,6
80646,6
88947,6
56212,6
39942,6
23641,6
31939,6
23816,6
81390,6
16054,6
24308,6
40814,6
32651,6
